X,Y,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,DATE,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,Annual_Cos,Repair_Cos
1035361.054461941123009,1350818.734908133745193,HoffRJ2000,LS_7276,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4247, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,N of Yellow Jacket Creek --  60 yard slide,0,0
1040124.672244101762772,1361691.856299206614494,HoffRJ2000,LS_7277,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4248, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,N of Yellow Jacket Creek --  60 yard slide,0,0
1042561.058070868253708,1397224.418307080864906,HoffRJ2000,LS_7278,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4249, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Plugged Culvert, possible replacement required",0,0
1049944.024606302380562,1414144.323162734508514,HoffRJ2000,LS_7279,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4250, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,S of Odell Hwy (282) Jct. --  200 yard mud slide,0,0
1053113.647965878248215,1420925.037073493003845,HoffRJ2000,LS_7280,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4251, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Neil Creek -- Washout & high water,0,0
1054703.830708667635918,1434491.315944880247116,HoffRJ2000,LS_7281,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4252, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"S of Whiskey Creek -- 200 yard mud slide, trees, pavement",0,0
1054892.337926506996155,1436486.234580054879189,HoffRJ2000,LS_7282,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4253, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,S of Jeastrup Road  -- Slide  (state driveway),0,0
1054735.017388448119164,1436976.561023622751236,HoffRJ2000,LS_7283,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4254, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Jeastrup Road -- Slide on the west side,0,0
731918.219160109758377,1374403.961942255496979,HoffRJ2000,LS_7284,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4255, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Canyon Rd. at Westslope (81st) -- Slide, lane closed    (R/W)",0,0
670333.549868762493134,1384018.867454066872597,HoffRJ2000,LS_7285,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4256, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"and @ Hwy 219 (MP 0.5 - 1.0, & 1.3)",0,0
556061.126312330365181,1419453.710629925131798,HoffRJ2000,LS_7286,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4257, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
560698.26410761475563,1419749.292650923132896,HoffRJ2000,LS_7287,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4258, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Wash outs, slides, sunken grades",0,0
567406.208661422133446,1424080.106299206614494,HoffRJ2000,LS_7288,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4259, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Repair work at retaining wall,0,0
578058.943241477012634,1425871.964238852262497,HoffRJ2000,LS_7289,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4260, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
578313.98228345811367,1426291.600393697619438,HoffRJ2000,LS_7290,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4261, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
585170.930446192622185,1433352.996062994003296,HoffRJ2000,LS_7291,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4262, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
587165.502624675631523,1433806.591207355260849,HoffRJ2000,LS_7292,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4263, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
595549.567257210612297,1435453.256889760494232,HoffRJ2000,LS_7293,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4264, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Wash outs, slides, sunken grades",0,0
603065.59744094312191,1433322.502296581864357,HoffRJ2000,LS_7294,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4265, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slide, drainage, shoulder work",0,0
604392.424540683627129,1428099.051509186625481,HoffRJ2000,LS_7295,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4266, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
655955.719816267490387,1419192.434383198618889,HoffRJ2000,LS_7296,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4267, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slide, drainage, shoulder work",0,0
534923.720144361257553,1512060.284448817372322,HoffRJ2000,LS_7297,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4268, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Cracks in road, fill section settling, 2"" gap cracks in shoulder",0,0
538251.010498687624931,1508803.337926506996155,HoffRJ2000,LS_7298,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4269, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Arrows climbing lane -- Sunken grades,0,0
539221.960958003997803,1508489.736876636743546,HoffRJ2000,LS_7299,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4270, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Arrows climbing lane -- Sunken grades,0,0
542807.409120738506317,1505914.049540683627129,HoffRJ2000,LS_7300,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4271, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Bridge foundation footings washed out,0,0
547874.23228345811367,1500930.044619426131248,HoffRJ2000,LS_7301,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4272, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Cracks in road progressing from EB shoulder across road & back,0,0
551574.378608927130699,1494036.36515748500824,HoffRJ2000,LS_7302,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4273, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,EB lane slide subsidence,0,0
576294.460629925131798,1479296.76771654188633,HoffRJ2000,LS_7303,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4274, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"EB lanes, cracks in AC",0,0
603108.565944880247116,1470486.136482939124107,HoffRJ2000,LS_7304,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4275, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,2 miles west of tunnel at Summit -- Sunken grade,0,0
609817.896653547883034,1462549.43011811375618,HoffRJ2000,LS_7305,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4276, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"W end of tunnel, N. slope failure, dbris in ditch & along road",0,0
614682.698490813374519,1454149.079396322369576,HoffRJ2000,LS_7306,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4277, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"North slope mudslide across road, filling drainage ditches",0,0
625327.116141736507416,1443032.007545933127403,HoffRJ2000,LS_7307,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4278, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Plugged culvert caused water to flood field, road & maint yard",0,0
638700.03674541413784,1430349.702427819371223,HoffRJ2000,LS_7308,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4279, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Slide across SB ramp,0,0
733807.44914698600769,1376957.818241477012634,HoffRJ2000,LS_7309,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4280, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,WB @ Canyon Rd off ramp -- Slide,0,0
737505.169619426131248,1377759.320209980010986,HoffRJ2000,LS_7310,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4281, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Several Slides,0,0
741146.753937005996704,1378092.326443567872047,HoffRJ2000,LS_7311,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4282, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,EB - Btw Sylvan & Zoo -- Slide,0,0
742538.034120738506317,1377542.74507874250412,HoffRJ2000,LS_7312,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4283, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,EB on/off ramps at Zoo -- Broken drain & slide,0,0
744002.08333332836628,1376959.897309705615044,HoffRJ2000,LS_7313,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4284, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Jefferson to Zoo -- Misc. slides,0,0
746945.082020998001099,1378624.235564306378365,HoffRJ2000,LS_7314,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4285, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Several Slides,0,0
748128.796259835362434,1379650.629265084862709,HoffRJ2000,LS_7315,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4286, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Jefferson to Zoo -- Misc. slides,0,0
748453.48589238524437,1380066.454068243503571,HoffRJ2000,LS_7316,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4287, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"West Portal , eastbound -- Slide",0,0
769195.858923882246017,1323251.293635174632072,HoffRJ2000,LS_7317,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4288, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,SB @ Jct of Hwy 43 (Oswego Hwy) -- rock fall,0,0
780774.149606302380562,1345507.614501312375069,HoffRJ2000,LS_7318,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4289, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Slides along the bike path,0,0
781874.005577430129051,1347307.095800518989563,HoffRJ2000,LS_7319,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4290, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Slides along the bike path,0,0
780509.061351701617241,1356580.331692919135094,HoffRJ2000,LS_7320,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4291, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,NB Johnson Cr. Offramp -- 20 yds washout behind curbline & slope,0,0
833483.04166667163372,1380462.526902884244919,HoffRJ2000,LS_7321,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4292, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Jordan Crossing -- Mud Slide on corner,0,0
833483.04166667163372,1380462.526902884244919,HoffRJ2000,LS_7322,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4293, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
833022.862204730510712,1377164.690944880247116,HoffRJ2000,LS_7323,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4294, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Lewis & Clark Park (W of Tad's); slide across highway",0,0
837461.443897634744644,1378893.481955379247665,HoffRJ2000,LS_7324,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4295, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,W of Dabney State Park -- slide across highway,0,0
839407.503280833363533,1378642.254593178629875,HoffRJ2000,LS_7325,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4296, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,W of Dabney State Park -- slide across highway,0,0
840186.481299206614494,1378229.895341202616692,HoffRJ2000,LS_7326,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4297, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Keanes  Creek -- mud slide,  closed WB lane",0,0
841973.141076117753983,1379110.057414695620537,HoffRJ2000,LS_7327,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4298, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Keanes Creek -- mud slides,  closed WB lanes",0,0
843004.386482939124107,1379095.157152235507965,HoffRJ2000,LS_7328,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4299, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Keanes Creek -- mud slides,  closed both lanes",0,0
843474.614829391241074,1378969.023622050881386,HoffRJ2000,LS_7329,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4300, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Keanes Creek -- mud slides,  closed both lanes",0,0
844224.138779520988464,1378316.871719166636467,HoffRJ2000,LS_7330,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4301, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Dabney State Park -- mud slides,  closed WB lanes",0,0
846002.135498687624931,1378706.707349076867104,HoffRJ2000,LS_7331,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4302, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Dabney State Park -- mud slides,  closed WB lanes",0,0
868776.158136487007141,1384352.913057744503021,HoffRJ2000,LS_7332,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4303, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Larch Mt. Rd -- mud slide,  closed EB lane",0,0
868797.988845139741898,1384551.469488188624382,HoffRJ2000,LS_7333,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4304, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Larch Mt. Rd -- mud slide,  closed EB lane",0,0
869967.842191606760025,1385319.358923882246017,HoffRJ2000,LS_7334,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4305, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Vista House -- mud slide,  closed highway",0,0
871917.366797894239426,1385699.145341202616692,HoffRJ2000,LS_7335,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4306, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Crown Point State Park -- mud slide,  closed EB lane",0,0
872393.83267717063427,1385886.266404196619987,HoffRJ2000,LS_7336,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4307, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Crown Point State Park -- rock & mud slide, closed both lanes",0,0
872869.258858263492584,1386070.268700793385506,HoffRJ2000,LS_7337,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4308, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Crown Point State Park -- rock & mud slide,  closed EB lane",0,0
878407.003280833363533,1389400.677821516990662,HoffRJ2000,LS_7338,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4309, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"W of Latourell Rd -- washout, 1/2 WB lane missing x approx. 50' - 75' long; mud slide has closed bot",0,0
878897.676509186625481,1389559.730643048882484,HoffRJ2000,LS_7339,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4310, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Latourell Rd. -- sunken spot in WB lane,  closed lane",0,0
880740.472769021987915,1390478.010170608758926,HoffRJ2000,LS_7340,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4311, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Latourell Cr. -- shoulder gone over culvert w/lane undermining; EB lane closed",0,0
881195.454068243503571,1390718.841863512992859,HoffRJ2000,LS_7341,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4312, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,E of Alex Barr Rd -- mud slides across both lanes,0,0
900065.576443567872047,1399645.903871387243271,HoffRJ2000,LS_7342,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4313, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Slide ( 2 close together),0,0
881672.959317579865456,1390914.279527559876442,HoffRJ2000,LS_7343,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4314, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,E of Alex Barr Rd -- mud slides across both lanes,0,0
882357.684055119752884,1391634.695538058876991,HoffRJ2000,LS_7344,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4315, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,E of Alex Barr Rd -- mud slides across both lanes,0,0
884795.802493438124657,1394171.918963253498077,HoffRJ2000,LS_7345,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4316, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Shepperd's Dell Park -- plugged culvert EB; WB lanes closed due to washout on shoulder & undermining",0,0
885170.044619426131248,1394526.409448817372322,HoffRJ2000,LS_7346,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4317, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Slide Removal,0,0
888752.374015748500824,1397258.723753273487091,HoffRJ2000,LS_7347,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4318, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Scour @ Bridal Veil Falls Bridge,0,0
890624.624343827366829,1398100.768700793385506,HoffRJ2000,LS_7348,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4319, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Bridal Veil Cr. -- rock & mud slide across both lanes; closed hwy.",0,0
895110.33267717063427,1398494.416010499000549,HoffRJ2000,LS_7349,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4320, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Bridal Veil Cr. -- rock & mud slide across both lanes; closed hwy.",0,0
892084.861876636743546,1398551.245406821370125,HoffRJ2000,LS_7350,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4321, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"W of Cooply Falls -- rock & mud slide across both lanes; plugged culvert; highway closed",0,0
894122.056102365255356,1398550.898950129747391,HoffRJ2000,LS_7351,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4322, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Mist Creek -- 1-6' RC slab, debris in culvert",0,0
895110.33267717063427,1398494.416010499000549,HoffRJ2000,LS_7352,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4323, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Wahkeena Creek -- 1-15' RC slab, debris in culvert",0,0
898581.082349076867104,1399209.980971127748489,HoffRJ2000,LS_7353,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4324, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,W of Mist Cr. -- plugged culvert w/mud & water across highway,0,0
901058.011154860258102,1399927.278543308377266,HoffRJ2000,LS_7354,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4325, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,W of Mist Cr. -- slide closed EB lane,0,0
902946.201771646738052,1400715.266404196619987,HoffRJ2000,LS_7355,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4326, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Mist Cr. -- rock slide, closed both lanes",0,0
904367.975393697619438,1401296.727690294384956,HoffRJ2000,LS_7356,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4327, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"E of Wahkeena Cr. -- Rock slide, closed both lanes",0,0
905718.019356951117516,1402033.430446192622185,HoffRJ2000,LS_7357,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4328, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"W Multnomah Falls viaduct -- closed by rock slide (slide covers 75% of deck (400'); extensive deck",0,0
906633.873031497001648,1402507.124015748500824,HoffRJ2000,LS_7358,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4329, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Repave footpath from I-84 parking lot to Multnomah Falls,0,0
909549.150590553879738,1403490.549212604761124,HoffRJ2000,LS_7359,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4330, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,E Multnomah Falls viaduct -- closed by rock slide  (M 00841),0,0
910576.583989500999451,1403580.991141736507416,HoffRJ2000,LS_7360,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4331, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Quarry Road -- Rock slide,  closed both lanes",0,0
1057339.465879261493683,1444053.203412070870399,HoffRJ2000,LS_7361,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4332, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Drainage Ditch on inside of hairpin curve eroded,0,0
550345.96325458586216,1539622.874343827366829,HoffRJ2000,LS_7362,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4333, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Jewell to Mist -- Multiple mud slides & washouts; shoulder rebuilds",0,0
611451.047900259494781,1560072.437007874250412,HoffRJ2000,LS_7363,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4334, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Jewell to Mist -- Multiple mud slides & washouts; shoulder rebuilds",0,0
627619.696194231510162,1552347.801181107759476,HoffRJ2000,LS_7364,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4335, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Mist to ?? -- Slides, washouts, drainage; shoulder restoration",0,0
628090.964238852262497,1552561.257874011993408,HoffRJ2000,LS_7365,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4336, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Guardrail replacement, possible blassing, pavement repair",0,0
628575.746391072869301,1552716.499343827366829,HoffRJ2000,LS_7366,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4337, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slides, washouts, pavement deliniation; sh restoration & repave",0,0
639431.195209980010986,1524390.178149610757828,HoffRJ2000,LS_7367,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4338, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slides, washouts, pavement deliniation; sh restoration & repave",0,0
638971.362532809376717,1524133.752952754497528,HoffRJ2000,LS_7368,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4339, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Large slide; cleanup and replace pavement",0,0
635827.035104990005493,1522361.993438318371773,HoffRJ2000,LS_7369,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4340, ,1996-1997,0,0,0,0, , ,Road Related, ,0,0, , , ,"Shoulder erosion, some severe",0,0
636092.816272959113121,1520586.075459316372871,HoffRJ2000,LS_7370,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4341, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slide; clear debris",0,0
634156.459645673632622,1516343.624671921133995,HoffRJ2000,LS_7371,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4342, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Extensive shoulder washout at fog line; shoulder restoration",0,0
632223.221456691622734,1514556.271653547883034,HoffRJ2000,LS_7372,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4343, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Extensive shoulder washout at fog line; shoulder restoration",0,0
631361.771325454115868,1509470.736220479011536,HoffRJ2000,LS_7373,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4344, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Vernonia Debris Removal; unplug state storm sewer system",0,0
631315.33759842813015,1508585.376312330365181,HoffRJ2000,LS_7374,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4345, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,Bridge rail replacement,0,0
624992.030839890241623,1508725.370734915137291,HoffRJ2000,LS_7375,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4346, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
615313.019356951117516,1495978.959317579865456,HoffRJ2000,LS_7376,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4347, ,1996-1997,0,0,0,0, , ,Road Related, ,0,0, , , ,Roadway slid due to flood waters,0,0
617842.619094491004944,1485166.132545933127403,HoffRJ2000,LS_7377,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4348, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Culvert end smashed by flood, shoulder erosion",0,0
619885.704396322369576,1478760.700459316372871,HoffRJ2000,LS_7378,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4349, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slides, plugged culvert; debris removal, add rock for stabilization",0,0
619964.710958003997803,1477712.475721791386604,HoffRJ2000,LS_7379,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4350, ,1996-1997,0,0,0,0, , , , ,0,0, , , , ,0,0
620930.463910758495331,1473877.533136487007141,HoffRJ2000,LS_7380,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4351, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Slide; clean out debris, add rock and pave",0,0
625493.792650923132896,1471452.582349076867104,HoffRJ2000,LS_7381,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4352, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Plugged culverts; possible regrading required",0,0
624125.036417320370674,1469703.346784770488739,HoffRJ2000,LS_7382,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4353, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,2 adjacent slides,0,0
622752.122047245502472,1459338.91732282936573,HoffRJ2000,LS_7383,Oregon Department of Transportation-Region 1,Dynamic segmentation using hwy and milepost.,4354, ,1996-1997,0,0,0,0, , , , ,0,0, , , ,"Pavement repair required, and replacement of culvert, approx 40'",0,0
