UNIQUE_ID,Long,Lat,DATE,MOVE_CLASS_x,maxdewpti,maxhumidity,maxtempi,maxwspdi,meandewpti,meantempi,meanwdird,meanwindspdi,mindewpti,minhumidity,mintempi,minwspdi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,MEMBER,G_ROCK_TYP,nlcd_2006_,Slope
LS_1394,-123.6380788,46.03087386,11/1/10 0:00,Landslide,57,100,60,33,53,57,202,15,51,80,53,0,2.31,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,17.63775
LS_1395,-123.6995597,46.16727978,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tac2,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope mudstone,42,8.53249
LS_1396,-123.7134167,46.16963132,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Qal1,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,Columbia River alluvium,mixed grained sediments,21,7.4281
LS_1397,-123.7516908,46.17902486,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tay1,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,sandstone,41,3.89728
LS_1398,-123.7515191,46.18086504,9/8/10 0:00,Landslide,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tay1,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,sandstone,42,4.70977
LS_1399,-123.7871988,46.19443481,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,8.75686
LS_1400,-123.7951469,46.19374783,9/8/10 0:00,Landslide,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,6.08663
LS_1401,-123.8074489,46.13708682,9/8/10 0:00,Landslide,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,81,12.85726
LS_1402,-123.8073698,46.13669138,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,42,7.4905
LS_1403,-123.8071211,46.13208229,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,3.48691
LS_1404,-123.7982731,46.12552778,9/8/10 0:00,Landslide,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tay,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,slope mudstone,41,10.52066
LS_1405,-123.7736343,46.10421227,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,9.42034
LS_1406,-123.742111,46.09439005,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,11.84712
LS_1407,-123.7339404,46.09498748,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Qt,Quaternary terraces,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,41,0.92567
LS_1408,-123.6901715,46.06450441,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Taw,"Astoria Formation, Wickiup Mountain member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Wickiup Mountain member,shelf sandstone,41,16.21615
LS_1410,-123.6873318,46.06232562,9/8/10 0:00,Fill Failure,55,93,61,12,53,58,229,5,51,78,55,0,0.09,Tgri,Intrusive Grande Ronde Basalt,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,41,8.9238
LS_1418,-123.5627966,46.1699926,9/7/10 0:00,Fill Failure,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tfsp,"Wanapum Basalt, Frenchman Springs Member pillow palagonite complexes",marine volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,81,10.52066
LS_1419,-123.7231388,46.16953837,9/7/10 0:00,Landslide,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tac2,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,slope mudstone,41,15.13476
LS_1420,-123.7401552,46.16925967,9/7/10 0:00,Fill Failure,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tay,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,slope mudstone,81,2.06914
LS_1421,-123.7534661,46.18679214,9/7/10 0:00,Fill Failure,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tay1,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,sandstone,41,6.86705
LS_1422,-123.7562909,46.18907439,9/7/10 0:00,Landslide,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tay1,"Astoria Formation, Youngs Bay member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Youngs Bay member,sandstone,42,10.1187
LS_1423,-123.7585616,46.19197687,9/7/10 0:00,Landslide,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Qal,Quaternary Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,41,12.71097
LS_1424,-123.7786274,46.19433568,9/7/10 0:00,Landslide,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,41,7.42183
LS_1425,-123.7806109,46.19427805,9/7/10 0:00,Landslide,57,93,66,13,55,61,283,4,51,67,55,0,0.36,Tac,"Astoria Formation, Cannon Beach member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Cannon Beach member,turbidite,43,14.51872
LS_1427,-122.1432558,44.39557102,9/24/10 0:00,Fill Failure,46,93,77,12,40,60,201,3,30,18,44,0,0,Timf,Iron Mountain Formation,volcanic rocks,Pliocene/Pleistocene,Early High Cascade Volcanics,No data,No data,basalt,71,17.6992
LS_1429,-122.1191377,44.39555014,9/24/10 0:00,Fill Failure,46,93,77,12,40,60,201,3,30,18,44,0,0,Tp,Lava of the Three Pyramids,volcanic rocks,Miocene/Pliocene,Early High Cascade Volcanics,No data,No data,mafic composition lithologies,81,16.27826
LS_1431,-122.1169571,44.39485569,9/24/10 0:00,Fill Failure,46,93,77,12,40,60,201,3,30,18,44,0,0,Tp,Lava of the Three Pyramids,volcanic rocks,Miocene/Pliocene,Early High Cascade Volcanics,No data,No data,mafic composition lithologies,41,24.83492
LS_1433,-123.8175747,42.96564126,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Tum,"Umpqua Formation, middle member",marine sedimentary rocks,Paleocene/Eocene,Umpqua Group,No data,No data,mixed grained sediments,0,10.11242
LS_1434,-123.8162361,42.96564529,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,22.97869
LS_1436,-123.8151638,42.96601501,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,40.61612
LS_1437,-123.814434,42.96634716,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,18.73042
LS_1439,-123.8131484,42.96600188,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,16.37572
LS_1443,-123.7958732,42.96429928,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Tum,"Umpqua Formation, middle member",marine sedimentary rocks,Paleocene/Eocene,Umpqua Group,No data,No data,mixed grained sediments,0,10.10791
LS_1444,-123.7770094,42.966715,9/22/10 0:00,Landslide,50,100,71,10,46,59,270,2,43,37,46,0,0,Tum,"Umpqua Formation, middle member",marine sedimentary rocks,Paleocene/Eocene,Umpqua Group,No data,No data,mixed grained sediments,0,15.60978
LS_1445,-123.7668353,42.96761091,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,12.48217
LS_1446,-123.765897,42.96789172,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qal,Alluvium,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,10.51883
LS_1448,-123.7559116,42.97173258,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Qls,Landslide,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,0,12.04427
LS_1449,-123.747708,42.97384272,9/22/10 0:00,Fill Failure,50,100,71,10,46,59,270,2,43,37,46,0,0,Tel3,"Lookingglass Formation, Olalla Creek member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,No data,fine grained sediments,0,10.58778
LS_1461,-123.6478624,43.06514862,9/23/10 0:00,Landslide,56,93,72,13,49,60,351,3,45,44,47,0,0,Twr,"White Tail Ridge Formation, Remote member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Remote member,deltaic sandstone,0,3.33347
LS_1462,-123.6430337,43.06462358,9/23/10 0:00,Landslide,56,93,72,13,49,60,351,3,45,44,47,0,0,Twr,"White Tail Ridge Formation, Remote member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Remote member,deltaic sandstone,0,12.38876
LS_1463,-123.6403183,43.06548682,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Twr,"White Tail Ridge Formation, Remote member",marine sedimentary rocks,Eocene,Umpqua Group,White Tail Ridge Formation,Remote member,deltaic sandstone,0,9.94388
LS_1464,-123.6363411,43.06882929,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,12.13327
LS_1465,-123.6350559,43.06906829,9/23/10 0:00,Landslide,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,19.02405
LS_1466,-123.6311491,43.06698128,9/23/10 0:00,Landslide,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,28.97309
LS_1467,-123.6312752,43.06692232,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,17.81636
LS_1468,-123.5989273,43.07065388,9/23/10 0:00,Landslide,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,8.75532
LS_1469,-123.5700525,43.08830362,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Qf,Fluvial deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,1.85052
LS_1470,-123.5664826,43.09443021,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Qf,Fluvial deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,0,0.9255
LS_1471,-123.5293177,43.10793446,9/23/10 0:00,Fill Failure,56,93,72,13,49,60,351,3,45,44,47,0,0,Tm,"Tenmile Formation, undivided",marine sedimentary rocks,Eocene,Umpqua Group,Tenmile Formation,No data,turbidite,0,3.89658
LS_1472,-122.2017332,44.3876744,9/21/10 0:00,Landslide,43,87,57,9,40,50,7,1,39,51,42,0,0,Tut,Welded to nonwelded ash-flow tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,ashflow tuff,41,13.93099
LS_1473,-122.2007167,44.3876769,9/21/10 0:00,Landslide,43,87,57,9,40,50,7,1,39,51,42,0,0,Tut,Welded to nonwelded ash-flow tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,ashflow tuff,52,18.97382
LS_1474,-122.2135448,44.40785682,9/21/10 0:00,Landslide,52,88,69,9,47,61,319,4,39,37,53,0,0,Tut,Welded to nonwelded ash-flow tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,ashflow tuff,42,5.61463
LS_1475,-122.2181521,44.39717505,9/21/10 0:00,Landslide,43,87,57,9,40,50,7,1,39,51,42,0,0,Tut,Welded to nonwelded ash-flow tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,ashflow tuff,21,11.20455
LS_1476,-122.2148741,44.40067155,9/21/10 0:00,Landslide,52,88,69,9,47,61,319,4,39,37,53,0,0,Tut,Welded to nonwelded ash-flow tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,ashflow tuff,41,24.62194
LS_1477,-122.2257319,44.39447584,9/21/10 0:00,Landslide,52,88,69,9,47,61,319,4,39,37,53,0,0,Tu,"Tuffaceous sedimentary rocks, basalt flows, and tuffs, undivided",volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,41,21.5614
LS_1482,-122.1864941,44.38873271,9/21/10 0:00,Landslide,43,87,57,9,40,50,7,1,39,51,42,0,0,Ttu,Tuff unit,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,43,13.32532
LS_1484,-122.1796442,44.39227947,9/21/10 0:00,Fill Failure,43,87,57,9,40,50,7,1,39,51,42,0,0,Ttu,Tuff unit,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,No data,mixed lithologies,43,12.52341
LS_1492,-123.6758766,46.06014955,10/20/10 0:00,Landslide,52,93,68,9,47,56,190,3,43,45,44,0,0,Taw,"Astoria Formation, Wickiup Mountain member",marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,Wickiup Mountain member,shelf sandstone,41,9.32231
LS_1493,-123.6452693,46.03673091,10/20/10 0:00,Fill Failure,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,24.86581
LS_1495,-123.6442926,46.03576102,10/20/10 0:00,Fill Failure,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,29.73932
LS_1496,-123.6433427,46.034861,10/20/10 0:00,Fill Failure,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,26.37018
LS_1497,-123.6405536,46.03256,10/20/10 0:00,Landslide,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,24.07787
LS_1498,-123.6395848,46.03202065,10/20/10 0:00,Landslide,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,81,13.06981
LS_1499,-123.6523861,46.04327764,10/20/10 0:00,Fill Failure,52,93,68,9,47,56,190,3,43,45,44,0,0,Tsc2,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,21,13.94305
LS_1503,-124.0568062,44.73371245,10/13/10 0:00,Landslide,52,87,73,18,46,60,90,6,43,41,48,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,90,10.59249
LS_1504,-124.0348441,44.87019005,10/13/10 0:00,Fill Failure,52,87,73,18,46,60,90,6,43,41,48,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,90,7.69266
LS_1505,-124.068092,44.78693933,10/13/10 0:00,Fill Failure,52,87,73,18,46,60,90,6,43,41,48,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,52,22.35082
LS_1506,-124.0692986,44.78674009,10/13/10 0:00,Fill Failure,52,87,73,18,46,60,90,6,43,41,48,0,0,Tcf,Cape Foulweather Basalt,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,90,16.17818
LS_1511,-124.0579346,44.7261731,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,90,7.29725
LS_1512,-124.0585007,44.72084383,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,82,12.06077
LS_1513,-124.0582601,44.71510379,10/14/10 0:00,Fill Failure,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,82,0
LS_1514,-124.058279,44.71460294,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,82,5.2597
LS_1515,-124.0600227,44.7089719,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,82,9.84194
LS_1516,-124.0602947,44.70771944,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Qls,Landslide Debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,42,5.2954
LS_1517,-124.0603375,44.70710874,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,42,2.61732
LS_1518,-124.0611903,44.70222656,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Ta,Astoria Formation,marine sedimentary rocks,Miocene,Astoria Group,Astoria Formation,No data,shelf sandstone,43,8.36506
LS_1519,-124.0613452,44.7014451,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Qls,Landslide Debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,43,5.61463
LS_1520,-124.0616523,44.69947236,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Qls,Landslide Debris,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,No data,mixed grained sediments,42,9.32485
LS_1521,-124.0620271,44.69770393,10/14/10 0:00,Landslide,54,100,55,10,46,47,156,2,39,88,39,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,71,6.0883
LS_1522,-124.0626971,44.69436062,10/14/10 0:00,Fill Failure,54,100,55,10,46,47,156,2,39,88,39,0,0,Qtc,Coastal Terrace Deposits,sediments,Quaternary,Quaternary surficial deposits,Coastal terrace deposits,No data,mixed grained sediments,90,6.0883
LS_1523,-124.0529877,44.65640662,10/14/10 0:00,Fill Failure,54,100,55,10,46,47,156,2,39,88,39,0,0,Tn,Nye Mudstone,marine sedimentary rocks,Miocene,Astoria Group,Nye Mudstone,No data,slope mudstone,82,11.59291
LS_1524,-124.0739867,44.5193698,10/14/10 0:00,Fill Failure,54,100,55,10,46,47,156,2,39,88,39,0,0,Tyq,Yaquina Formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Yaquina Formation,No data,deltaic sandstone,82,3.33499
LS_1525,-124.1085863,44.2960624,10/14/10 0:00,Fill Failure,54,100,55,10,46,47,156,2,39,88,39,0,0,Tyb,Yachats Basalt,volcanic rocks,Eocene,Yachats-Tillamook Group,Yachats Basalt,No data,basalt,95,8.75925
LS_1532,-123.9323585,44.64196536,10/15/10 0:00,Fill Failure,46,100,60,20,44,51,63,7,39,45,42,0,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,No data,slope mudstone,82,8.04881
LS_1533,-123.8538583,44.67697245,10/15/10 0:00,Fill Failure,46,100,60,20,44,51,63,7,39,45,42,0,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,90,1.85137
LS_1538,-123.8204959,44.65551537,10/15/10 0:00,Fill Failure,46,100,60,20,44,51,63,7,39,45,42,0,0,Qal,Alluvial Deposits,sediments,Quaternary,Quaternary surficial deposits,Alluvial deposits,No data,mixed grained sediments,82,2.92574
LS_1545,-123.6540288,44.61997905,10/15/10 0:00,Fill Failure,46,87,62,20,40,52,319,8,34,36,42,4,0,Tt,Tyee Formation,marine sedimentary rocks,Eocene,Tyee Group,Tyee Formation,Tyee Mountain member,turbidite,41,7.37981
LS_1546,-123.5977867,44.59474753,10/15/10 0:00,Fill Failure,46,87,62,20,40,52,319,8,34,36,42,4,0,Qdf,Debris fans,sediments,Quaternary,Quaternary surficial deposits,no data,no data,mixed grained sediments,41,4.61999
LS_1547,-123.5975233,44.59457031,10/15/10 0:00,Fill Failure,46,87,62,20,40,52,319,8,34,36,42,4,0,Qdf,Debris fans,sediments,Quaternary,Quaternary surficial deposits,no data,no data,mixed grained sediments,21,2.92574
LS_1548,-123.6366069,46.02942955,11/1/10 0:00,Landslide,57,100,60,33,53,57,202,15,51,80,53,0,2.31,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,28.38233
LS_1549,-123.6359787,46.0289899,11/1/10 0:00,Landslide,57,100,60,33,53,57,202,15,51,80,53,0,2.31,Tsc,Smuggler Cove formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,20.6567
LS_1550,-123.6351695,46.02861574,11/1/10 0:00,Fill Failure,57,100,60,33,53,57,202,15,51,80,53,0,2.31,Tn,Northrup Creek formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,turbidite,41,20.94345
LS_1551,-123.6310566,46.02459574,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,95,22.03079
LS_1553,-123.6287599,46.02356441,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,95,14.42515
LS_1554,-123.6280317,46.02349628,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tfsi,"Wanapum Basalt, intrusive Frenchman Springs Member basalt",invasive extrusive rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,Frenchman Springs Member,basalt,90,15.00527
LS_1555,-123.6223181,46.0151932,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tpb,Pittsburg Bluff Formation,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Pittsburg Bluff Formation,No data,shelf sandstone,11,17.51377
LS_1556,-123.601998,45.98809244,11/2/10 0:00,Landslide,54,100,64,17,51,58,100,6,47,63,51,0,T,Tn,Northrup Creek formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,turbidite,43,10.81462
LS_1557,-123.6043334,45.98553221,11/2/10 0:00,Fill Failure,54,100,64,17,51,58,100,6,47,63,51,0,T,Tn,Northrup Creek formation,marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Northrup Creek Formation,No data,turbidite,90,22.7414
LS_1559,-123.5835954,45.95872379,11/2/10 0:00,Fill Failure,54,100,64,9,51,56,339,1,46,59,48,0,0,Tgri,Intrusive Grande Ronde Basalt,invasive extrusive rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,No data,basalt,81,11.20153
LS_1560,-123.5769365,45.95609031,11/2/10 0:00,Fill Failure,54,100,64,9,51,56,339,1,46,59,48,0,0,Tsc1,"Smuggler Cove formation, lower member",marine sedimentary rocks,Oligocene/Miocene,Yaquina-Pittsburg Bluff Group,Smuggler Cove Formation,No data,tuffaceous sedimentary rocks,41,12.48432
LS_1561,-123.525897,45.9379304,11/2/10 0:00,Landslide,54,100,64,9,51,56,339,1,46,59,48,0,0,Qt,Quaternary terraces,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,5.93837
LS_1562,-123.5183279,45.93371629,11/2/10 0:00,Landslide,54,100,64,9,51,56,339,1,46,59,48,0,0,Qt,Quaternary terraces,sediments,Quaternary,Quaternary surficial deposits,Terrace deposits,No data,mixed grained sediments,82,6.81927
