UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxtempm,maxwspdi,mindewpti,mindewptm,minhumidity,minpressurei,mintempi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,G_ROCK_TYP,GN_LITH_TY,nlcd_2011_,nlcd_2001_,nlcd_2006_
NLS_606,-122.7251812,43.32342293,9/10/08 0:00,,,,11.23681,,,,,,49,86,30.01,82,28,16,43,6,24,29.89,49,0,Tlb,Little Butte Volcanic Series; basaltic andesite and olivine basalt flows,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,mafic composition lithologies,volcanic,42,42,42
NLS_607,-122.7242248,43.31780096,9/10/08 0:00,,,,14.58558,,,,,,49,86,30.01,82,28,16,43,6,24,29.89,49,0,Tlb,Little Butte Volcanic Series; basaltic andesite and olivine basalt flows,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,mafic composition lithologies,volcanic,42,42,42
NLS_608,-122.7208535,43.33442635,9/10/08 0:00,,,,14.32855,,,,,,49,86,30.01,82,28,16,43,6,24,29.89,49,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_609,-122.5259057,43.31164926,10/8/08 0:00,,,,,,,,,33.51785,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_610,-122.5336171,43.31126742,10/8/08 0:00,,,,,,,,,22.76639,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_611,-122.527693,43.31537739,10/8/08 0:00,,,,19.38325,,,,,21.66848,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_612,-122.5203547,43.31945182,10/8/08 0:00,,,,21.82127,,,,,,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,QTv,"Volcanic rocks of the High Cascade Range and Boring Lava, undivided",volcanic rocks,Miocene,Late Western Cascade Volcanics,No data,basalt,volcanic,42,42,42
NLS_613,-122.5167992,43.31994021,10/8/08 0:00,,,,41.37732,,,,,,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_614,-122.5050246,43.31808869,10/8/08 0:00,,,,19.83063,,,,,,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_615,-122.5032084,43.32091099,10/8/08 0:00,,,,24.13487,,,,,,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_616,-122.4996512,43.30890488,10/8/08 0:00,,,,,,,,,19.02405,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tld,"Little Butte Volcanics, dacite",volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,dacite,volcanic,42,42,42
NLS_617,-122.4953797,43.30782843,10/8/08 0:00,,,,,,,,,30.71002,42,89,30.4,64,18,18,31,-1,36,30.22,42,0,Tld,"Little Butte Volcanics, dacite",volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,dacite,volcanic,42,42,42
NLS_618,-122.4889181,43.30582019,10/7/08 0:00,,,,,,,,,13.75322,56,93,30.4,67,19,20,38,3,37,30.13,51,0.22,Tld,"Little Butte Volcanics, dacite",volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,dacite,volcanic,42,42,42
NLS_619,-122.482487,43.3047208,10/7/08 0:00,,,,,,,,,21.41542,56,93,30.4,67,19,20,38,3,37,30.13,51,0.22,Tlt,"Little Butte Volcanics, tuffaceous volcaniclastic rocks",volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,52,52,52
NLS_620,-122.705962,44.85820302,12/4/06 0:00,,,,12.06077,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_621,-122.7040487,44.85720865,12/4/06 0:00,,,,14.4653,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_622,-122.6979692,44.85198806,12/4/06 0:00,,,,29.41046,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_623,-122.6931926,44.84965324,12/4/06 0:00,,,,7.85616,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,52,52,52
NLS_624,-122.6892887,44.84784746,12/4/06 0:00,,,,21.08453,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,71,71,71
NLS_625,-122.6832442,44.84577886,12/4/06 0:00,,,,28.29464,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_626,-122.6867709,44.84207352,12/4/06 0:00,,,,13.94677,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_627,-122.6923857,44.84178504,12/4/06 0:00,,,,14.4653,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_628,-122.6958671,44.84596382,12/4/06 0:00,,,,12.76686,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_629,-122.7062543,44.84788817,12/4/06 0:00,,,,11.20455,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_630,-122.7156014,44.84934643,12/4/06 0:00,,,,12.59807,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,52,52,52
NLS_631,-122.7156312,44.85237801,12/4/06 0:00,,,,13.91835,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,82,82,82
NLS_632,-122.7158521,44.8559517,12/4/06 0:00,,,,20.3814,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,43,43,43
NLS_633,-122.7254475,44.85940564,12/4/06 0:00,,,,22.9365,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,71,71,71
NLS_634,-122.6832896,44.8697923,12/4/06 0:00,,,,13.07331,,12.16488,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,71,71,71
NLS_635,-122.6821778,44.86514389,12/4/06 0:00,,,,12.80519,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,42,42,42
NLS_636,-122.6774543,44.86195844,12/4/06 0:00,,,,13.94677,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,52,52,52
NLS_637,-122.6709895,44.86007904,12/4/06 0:00,,,,20.39319,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,52,52,52
NLS_638,-122.6709895,44.86007904,12/4/06 0:00,,,,20.39319,,,,,,37,100,30.41,46,8,15,28,-2,70,30.32,29,0,Tsat,"Sardine Formation, tuffaceous nonmarine sedimentary rocks",terrestrial sedimentary rocks,Miocene,Late Western Cascade Volcanics,No data,mixed lithologies,sedimentary,52,52,52
NLS_639,-120.4022866,45.21072557,11/19/08 0:00,,24.82828,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_640,-120.3680502,45.1830525,11/19/08 0:00,,24.96394,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgr2,Upper flow of reversed magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_641,-120.3406039,45.19029158,11/19/08 0:00,,35.50647,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgr2,Upper flow of reversed magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_642,-120.3063022,45.19460353,11/19/08 0:00,,23.7711,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_643,-120.2837288,45.17904681,11/20/08 0:00,,30.04714,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_644,-120.2838425,45.14849788,11/19/08 0:00,,5.53965,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_645,-120.3160692,45.1422496,11/19/08 0:00,,7.42512,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_646,-120.3605743,45.15540418,11/19/08 0:00,,12.03294,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_647,-120.3934703,45.15543904,11/19/08 0:00,,20.12471,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_648,-120.2385617,45.3127833,11/20/08 0:00,,20.95202,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_649,-120.1162648,45.30905012,11/20/08 0:00,,10.81935,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_650,-120.0922694,45.30121045,11/20/08 0:00,,2.61776,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_651,-120.0663684,45.27347841,11/20/08 0:00,,19.51196,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_652,-120.0329224,45.24813453,11/20/08 0:00,,19.12316,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_653,-120.0161693,45.28152347,12/10/08 0:00,,8.64926,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_654,-119.9550448,45.20803355,12/10/08 0:00,,13.80627,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flows of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_655,-119.9595578,45.16538248,12/10/08 0:00,,28.74298,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tpgr2,Flows of reversed magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Picture Gorge Basalt,basalt,volcanic,52,52,52
NLS_656,-119.9118622,45.13702518,12/10/08 0:00,,7.67185,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flows of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_657,-119.8728165,45.19986005,12/10/08 0:00,,11.20641,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flows of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_658,-119.8778876,45.17467179,12/10/08 0:00,,24.1555,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flows of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_659,-119.8836961,45.14415282,12/10/08 0:00,,6.8017,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgn2,Upper flows of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_660,-119.9097572,45.07445846,12/10/08 0:00,,15.12403,,,,,,,,40,96,30.53,57,14,7,32,0,49,30.42,33,0,Tgr2,Upper flows of reversed magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,42,42,42
NLS_661,-120.0588726,45.08530563,6/23/09 0:00,,26.38039,,,,,,,,49,80,30.06,82,28,12,31,-1,16,29.81,46,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_662,-120.0951916,45.07961903,11/20/08 0:00,,15.25243,,,,,,,,43,93,30.37,48,9,13,34,1,71,30.02,39,0.15,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_663,-120.193832,45.06440391,11/19/08 0:00,,6.12775,,,,,,,,43,93,30.36,53,12,8,35,2,56,30.22,42,0,Tgn2,Upper flow of normal magnetic polarity,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,basalt,volcanic,52,52,52
NLS_664,-120.6648055,44.91384734,11/19/08 0:00,,13.96166,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_665,-120.6713409,44.93141746,11/19/08 0:00,,20.98797,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_666,-120.6912931,44.92629414,11/19/08 0:00,,12.86282,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_667,-120.6789115,44.89564042,11/19/08 0:00,,7.49382,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_668,-120.6771734,44.88497395,11/19/08 0:00,,,22.37277,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_669,-120.6700125,44.88559091,11/19/08 0:00,,,9.50513,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_670,-120.6623392,44.88596568,11/19/08 0:00,,,7.30078,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_671,-120.6584497,44.89809509,11/19/08 0:00,,20.12271,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_672,-120.6587259,44.87421035,11/19/08 0:00,,,5.91911,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjt,John Day Formation,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,tuff,volcanic,52,52,52
NLS_673,-120.6978288,44.8908812,11/19/08 0:00,,16.42443,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjw,John Day Formation,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,welded tuff,volcanic,52,52,52
NLS_674,-120.693328,44.87088409,11/19/08 0:00,,,6.82445,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjw,John Day Formation,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,welded tuff,volcanic,52,52,52
NLS_675,-120.6728654,44.86994661,11/19/08 0:00,,,14.26475,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjf,John Day Formation,volcanic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,mafic composition lithologies,volcanic,52,52,52
NLS_676,-120.6200291,44.87837925,11/19/08 0:00,,,26.1872,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_677,-120.6101437,44.88093515,11/19/08 0:00,,,24.7357,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_678,-120.5833733,44.88265495,11/19/08 0:00,,,11.33838,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_679,-120.5690589,44.89139369,11/19/08 0:00,,9.82495,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_680,-120.5610697,44.91722219,11/19/08 0:00,,30.2559,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_681,-120.5766152,44.93079164,11/19/08 0:00,,23.27475,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Qls,Basalt flow and unconsolidated sedmentary deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,52,52
NLS_682,-120.6092224,44.93537248,11/19/08 0:00,,19.97993,,,,,,,,39,89,30.29,43,6,15,29,-2,70,30.15,36,0,Tjw,John Day Formation,volcaniclastic rocks,Eocene/Oligocene,John Day/Clarno Group,John Day Formation,welded tuff,volcanic,52,52,52
NLS_683,-119.957376,45.59627476,12/10/08 0:00,,11.23868,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_684,-119.9545558,45.58414143,12/10/08 0:00,,19.0351,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,71,71,71
NLS_685,-119.9428055,45.56760238,12/10/08 0:00,,17.81509,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tf,Undifferentiated Frenchman Springs flows,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_686,-119.936836,45.56042273,12/10/08 0:00,,11.1781,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tf,Undifferentiated Frenchman Springs flows,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,21,21,21
NLS_687,-119.936836,45.56042273,12/10/08 0:00,,11.1781,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tf,Undifferentiated Frenchman Springs flows,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,21,21,21
NLS_688,-119.943008,45.54663495,12/10/08 0:00,,17.37664,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tf,Undifferentiated Frenchman Springs flows,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_689,-119.9520006,45.54425336,12/10/08 0:00,,13.09922,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tf,Undifferentiated Frenchman Springs flows,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_690,-119.9888722,45.56841891,12/10/08 0:00,,8.81851,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_691,-119.9996444,45.57985858,12/10/08 0:00,,14.54899,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_692,-119.9963959,45.5565736,12/10/08 0:00,,16.95135,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_693,-119.9895411,45.55133207,12/10/08 0:00,,9.94078,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_694,-119.9884448,45.59714199,12/10/08 0:00,,14.03391,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_695,-119.974929,45.60253615,12/10/08 0:00,,11.04353,,,,,,,,33,92,30.48,60,16,8,30,-1,32,30.4,32,0,Tac,Alkali Canyon Formation,terrestrial sedimentary rocks,Miocene/Pliocene,Dalles Group,Alkali Canyon Formation,mixed grained sediments,sedimentary,52,52,52
NLS_696,-121.6121263,45.62912997,6/18/09 0:00,,42.03076,,,,,,,,54,68,30.02,64,18,14,54,12,68,30.02,64,0,Tpbp,basalt of Post Canyon,volcanic rocks,Pliocene,Late High Cascade Volcanics,basalt of Post Canyon,basalt,volcanic,41,41,41
NLS_697,-121.6231857,45.62041854,6/18/09 0:00,,28.55539,,,,,,,,54,68,30.02,64,18,14,54,12,68,30.02,64,0,Tggc,Member Of Grouse Creek,volcanic rocks,Miocene,Columbia River Basalt Group,Grande Ronde Basalt,mafic composition lithologies,volcanic,71,71,71
