UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxwspdi,mindewpti,minhumidity,minpressurei,mintempi,precipi
LS_895,-120.4573175,44.9142477,11/19/08 0:00,,13.91114,,,,,,,,39,89,30.29,43,15,29,70,30.15,36,0
LS_913,-122.5803332,43.28825086,10/30/08 0:00,,,,,,,,,20.09511,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_914,-122.5832597,43.28869491,10/30/08 0:00,,,,,,,,,29.95927,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_916,-122.5862554,43.28859488,10/30/08 0:00,,,,,,,,,52.28656,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_918,-122.5941431,43.28877539,10/30/08 0:00,,,,,,,,,23.64842,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_919,-122.5956062,43.29001156,10/30/08 0:00,,,,,,,,,34.83703,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_921,-122.5979848,43.29024464,10/30/08 0:00,,,,,,,,,43.7933,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_925,-122.1307996,43.10213034,10/30/08 0:00,,,,,,,,,8.49298,43,71,29.91,75,26,36,27,29.79,46,0
LS_978,-119.9381537,45.57570075,12/10/08 0:00,,15.88403,,,,,,,,33,92,30.48,60,8,30,32,30.4,32,0
LS_1042,-122.6480636,45.33413778,5/11/09 0:00,,,,,,15.11757,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1043,-122.6496871,45.3332474,5/11/09 0:00,,,,,,15.7387,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1046,-121.5571863,45.6500146,6/18/09 0:00,,36.61398,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1047,-121.5588893,45.64997586,6/18/09 0:00,,35.9552,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1048,-121.5621869,45.64939956,6/18/09 0:00,,43.09752,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1049,-121.5633825,45.64935018,6/18/09 0:00,,35.08939,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1050,-121.563949,45.64947588,6/18/09 0:00,,19.31673,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1051,-121.5662966,45.64937223,6/18/09 0:00,,40.71735,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1052,-121.6012429,45.624627,6/18/09 0:00,,14.07455,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1055,-121.623288,45.60287437,6/18/09 0:00,,18.55547,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1056,-121.6250075,45.60134355,6/18/09 0:00,,23.71883,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1061,-123.7579471,45.09083955,11/4/10 0:00,,,,,,23.32406,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1062,-123.748912,45.09326958,11/4/10 0:00,,,,,,10.58962,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1063,-123.7479428,45.09418118,11/4/10 0:00,,,,,,13.06981,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1064,-123.7474444,45.09521919,11/4/10 0:00,,,,,,13.16114,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1065,-123.7414381,45.10188295,11/4/10 0:00,,,,,,11.48819,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1066,-123.7416977,45.103275,11/4/10 0:00,,,,,,13.60085,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1067,-123.741915,45.1044313,11/4/10 0:00,,,,,,22.78686,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1068,-123.7418443,45.10581643,11/4/10 0:00,,,,,,21.43541,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1069,-123.722414,45.10855321,11/4/10 0:00,,,,,,19.08952,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1070,-123.7211424,45.10818307,11/4/10 0:00,,,,,,16.50026,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1071,-123.7055628,45.10247519,11/4/10 0:00,,,,,,19.81127,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1072,-123.6991457,45.10023169,11/4/10 0:00,,,,,,20.9586,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1073,-123.698379,45.09948893,11/4/10 0:00,,,,,,20.44878,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1074,-123.6857215,45.09407216,11/4/10 0:00,,,,,,14.73337,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1075,-123.6361615,45.08297679,11/4/10 0:00,,,,,,0,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1078,-123.5753495,45.06791769,11/4/10 0:00,,,,,,32.22505,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1079,-123.5762516,45.0671222,11/4/10 0:00,,,,,,28.12558,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1080,-123.5778155,45.06655633,11/4/10 0:00,,,,,,16.37589,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1081,-123.5716766,45.06474797,11/4/10 0:00,,,,,,16.78353,,,,53,100,30.15,69,7,40,51,29.93,40,0
LS_1082,-123.956481,45.15604113,9/15/10 0:00,,,,,,10.58962,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1083,-123.957605,45.15187857,9/15/10 0:00,,,,,,19.81127,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1084,-123.9584962,45.15053592,9/15/10 0:00,,,,,,19.49554,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1085,-123.9597728,45.14974075,9/15/10 0:00,,,,,,15.09749,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1086,-123.9622214,45.149132,9/15/10 0:00,,,,,,17.06843,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1087,-123.92819,45.16771514,9/15/10 0:00,,,,,,10.74301,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1088,-123.9666191,45.14335646,9/15/10 0:00,,,,,,14.43726,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1089,-123.967414,45.11707689,9/15/10 0:00,,,,,,28.3597,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1090,-123.9604453,45.08248804,9/15/10 0:00,,,,,,38.92742,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1091,-123.9585901,45.08217752,9/15/10 0:00,,,,,,41.92046,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1093,-123.9488488,45.07657528,9/15/10 0:00,,,,,,45.30836,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1094,-123.9478844,45.07537876,9/15/10 0:00,,,,,,34.93804,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1095,-123.9554268,45.05448569,9/15/10 0:00,,,,,,27.00879,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1096,-123.9484938,45.06341685,9/15/10 0:00,,,,,,39.63764,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1097,-123.9524453,45.05104302,9/15/10 0:00,,,,,,18.29849,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1098,-123.9547927,45.04767003,9/15/10 0:00,,,,,,30.34759,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1099,-123.9541291,45.04370611,9/15/10 0:00,,,,,,28.83905,,,,63,100,29.98,64,8,55,83,29.92,55,0.33
LS_1100,-123.9616236,45.02997818,9/15/10 0:00,,,,,,10.53363,,,,57,100,30.02,64,24,52,73,29.97,51,0.23
LS_1101,-122.6572692,45.32356054,5/11/09 0:00,,,,,,23.01554,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1102,-122.6571282,45.32243377,5/11/09 0:00,,,,,,26.78337,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1104,-122.6570314,45.32132209,5/11/09 0:00,,,,,,26.3796,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1106,-122.657958,45.31724913,5/11/09 0:00,,,,,,47.0417,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1109,-122.6599932,45.31168506,5/11/09 0:00,,,,,,40.54339,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1110,-122.6593308,45.31287694,5/11/09 0:00,,,,,,32.17497,,,,48,86,30.05,63,17,40,46,30.02,45,0.04
LS_1112,-122.6619369,45.3027183,5/13/09 0:00,,,,,,38.3742,,,,51,96,30.27,53,17,37,76,29.86,38,0.63
LS_1113,-122.6615141,45.30143096,5/13/09 0:00,,,,,,28.0164,,,,51,96,30.27,53,17,37,76,29.86,38,0.63
LS_1116,-122.657036,45.29622719,5/13/09 0:00,,,,,,13.67525,,,,51,96,30.27,53,17,37,76,29.86,38,0.63
LS_1117,-122.6564259,45.29307001,5/13/09 0:00,,,,,,21.08483,,,,51,96,30.27,53,17,37,76,29.86,38,0.63
LS_1118,-122.5023453,45.40799186,5/13/09 0:00,,,,,,11.64795,,,,51,93,30.27,55,17,37,59,29.83,38,0.53
LS_1119,-122.4872973,45.39757029,5/13/09 0:00,,,,,,8.58109,,,,51,93,30.27,55,17,37,59,29.83,38,0.53
LS_1120,-122.4906329,45.39612341,5/13/09 0:00,,,,,,37.46354,,,,51,93,30.27,55,17,37,59,29.83,38,0.53
LS_1121,-122.48514,45.39797834,5/13/09 0:00,,,,,,12.06868,,,,51,93,30.27,55,17,37,59,29.83,38,0.53
LS_1126,-122.225054,45.20942268,5/21/09 0:00,,,,,,45.15136,,,,47,96,30.14,74,10,40,35,29.98,40,0
LS_1127,-122.2219628,45.20073913,5/21/09 0:00,,,,,,59.5792,,,,47,96,30.14,74,10,40,35,29.98,40,0
LS_1137,-122.2248711,45.20704369,5/21/09 0:00,,,,,,44.55835,,,,47,96,30.14,74,10,40,35,29.98,40,0
LS_1149,-122.0945093,45.14869811,6/10/09 0:00,,,,,,46.6514,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1150,-122.0936141,45.14861118,6/10/09 0:00,,,,,,33.82232,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1156,-122.0728979,45.12309548,6/10/09 0:00,,,,,,42.23633,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1157,-122.0729767,45.12276456,6/10/09 0:00,,,,,,36.48591,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1158,-122.0742883,45.12357901,6/10/09 0:00,,,,,,35.25468,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1159,-122.0723903,45.12231407,6/10/09 0:00,,,,,,29.903,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1160,-122.0732652,45.12201841,6/10/09 0:00,,,,,,31.30849,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1161,-122.0729834,45.12164615,6/10/09 0:00,,,,,,36.02693,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1162,-122.0742669,45.12109593,6/10/09 0:00,,,,,,32.54921,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1163,-122.0704275,45.11036822,6/10/09 0:00,,,,,,18.46066,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1164,-122.0656744,45.08800802,6/10/09 0:00,,,,,,17.51377,,,,56,84,29.99,69,10,51,57,29.93,57,0.05
LS_1165,-122.2695833,45.24506594,6/10/09 0:00,,,,,,16.14748,,,,57,86,29.97,69,8,51,59,29.91,58,0.03
LS_1168,-121.6251364,45.58867186,6/18/09 0:00,,37.95311,,,,,,,,54,68,30.02,64,14,54,68,30.02,64,0
LS_1175,-123.9443318,43.01410085,3/16/10 0:00,,,,,,,,,20.24852,45,89,30.43,56,18,39,59,30.13,43,0.08
LS_1195,-120.5563283,44.34426542,6/22/09 0:00,,,22.34855,,,,,,,39,85,30.09,70,15,26,20,29.99,31,0
LS_1220,-123.2437349,46.02817862,8/23/10 0:00,,,,,,20.88083,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1221,-123.2428788,46.02763381,8/23/10 0:00,,,,,,18.64535,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1222,-123.243436,46.0269785,8/23/10 0:00,,,,,,24.84809,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1223,-123.2433038,46.02649737,8/23/10 0:00,,,,,,26.72686,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1224,-123.2427176,46.02605983,8/23/10 0:00,,,,,,15.20044,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1225,-123.2428132,46.02563128,8/23/10 0:00,,,,,,11.58978,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1227,-123.242133,46.02505224,8/23/10 0:00,,,,,,18.48527,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1228,-123.2414617,46.0245502,8/23/10 0:00,,,,,,16.40709,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1229,-123.2413806,46.02401769,8/23/10 0:00,,,,,,25.61567,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1232,-123.931781,44.85822268,11/29/10 0:00,,,,,,12.48432,,,,39,100,30.35,46,16,36,71,30.24,37,0.03
LS_1233,-123.9417069,44.85725746,11/29/10 0:00,,,,,,22.31754,,,,39,100,30.35,46,16,36,71,30.24,37,0.03
LS_1236,-122.8688413,45.96517506,7/27/10 0:00,,,,,,20.62773,,,,55,88,29.95,73,12,52,53,29.87,55,0
LS_1237,-122.8692541,45.9670412,7/27/10 0:00,,,,,,26.68864,,,,55,88,29.95,73,12,52,53,29.87,55,0
LS_1238,-122.8655389,45.95440808,7/27/10 0:00,,,,,,12.85726,,,,55,88,29.95,73,12,52,53,29.87,55,0
LS_1244,-122.8951808,46.05999674,7/27/10 0:00,,,,,,11.98285,,,,55,88,29.95,73,12,52,53,29.87,55,0
LS_1246,-122.9181374,46.08369105,7/28/10 0:00,,,,,,29.92796,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1248,-122.9247033,46.08622458,7/28/10 0:00,,,,,,20.0904,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1249,-122.9270316,46.08708314,7/28/10 0:00,,,,,,16.16336,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1250,-122.9280008,46.08704781,7/28/10 0:00,,,,,,21.11482,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1251,-122.9286581,46.08700561,7/28/10 0:00,,,,,,25.71122,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1252,-122.9293047,46.08715742,7/28/10 0:00,,,,,,18.05864,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1253,-122.9293096,46.08693543,7/28/10 0:00,,,,,,11.17322,,,,57,94,30.02,71,9,52,57,29.96,55,0
LS_1254,-122.9792176,46.09812013,7/29/10 0:00,,,,,,32.17497,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1255,-122.9829341,46.09828413,7/29/10 0:00,,,,,,33.91791,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1256,-122.9855529,46.09854246,7/29/10 0:00,,,,,,26.40647,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1257,-122.9871343,46.09876211,7/29/10 0:00,,,,,,29.25414,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1262,-123.1454799,46.09716135,7/29/10 0:00,,,,,,21.47936,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1263,-123.1471092,46.09708934,7/29/10 0:00,,,,,,17.14243,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1264,-123.1512262,46.09897594,7/29/10 0:00,,,,,,10.82721,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1265,-123.1678021,46.10367922,7/29/10 0:00,,,,,,19.08952,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1266,-123.1692117,46.10414066,7/29/10 0:00,,,,,,18.96894,,,,59,88,30.12,75,10,50,53,30,53,0
LS_1267,-123.3166376,46.11218018,8/23/10 0:00,,,,,,41.70942,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1268,-123.3207295,46.11334908,8/23/10 0:00,,,,,,38.2245,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1269,-123.3633499,46.12373099,8/23/10 0:00,,,,,,41.14782,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1272,-123.1794263,46.10420923,8/23/10 0:00,,,,,,20.71449,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1273,-123.2374622,46.11876849,8/23/10 0:00,,,,,,11.98285,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1274,-123.2467757,46.11483736,8/23/10 0:00,,,,,,16.92922,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1275,-123.2783684,46.10751697,8/23/10 0:00,,,,,,24.65186,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1276,-123.3514753,46.11998018,8/23/10 0:00,,,,,,18.81024,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1277,-123.2108543,46.10593249,8/23/10 0:00,,,,,,5.25826,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1278,-123.2082979,46.10625147,8/23/10 0:00,,,,,,7.29525,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1279,-123.2147275,46.1081436,8/23/10 0:00,,,,,,21.52865,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1280,-123.2155282,46.10787708,8/23/10 0:00,,,,,,18.81242,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1281,-123.217334,46.10859171,8/23/10 0:00,,,,,,17.76299,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1282,-123.2182769,46.10897118,8/23/10 0:00,,,,,,21.95473,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1283,-123.2185203,46.10901498,8/23/10 0:00,,,,,,23.75216,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1284,-123.2190649,46.10915768,8/23/10 0:00,,,,,,22.16608,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1285,-123.2221075,46.10959037,8/23/10 0:00,,,,,,21.04726,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1286,-123.2231322,46.10904775,8/23/10 0:00,,,,,,31.39603,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1287,-123.2240771,46.10891352,8/23/10 0:00,,,,,,27.50838,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1288,-123.2250962,46.10825339,8/23/10 0:00,,,,,,31.49789,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1289,-123.233463,46.10602583,8/23/10 0:00,,,,,,21.62134,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1290,-123.2412116,46.10145584,8/23/10 0:00,,,,,,7.29525,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1291,-123.2403394,46.10156587,8/23/10 0:00,,,,,,15.93122,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1292,-123.2395546,46.10212331,8/23/10 0:00,,,,,,19.84187,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1293,-123.2420669,46.09903634,8/23/10 0:00,,,,,,22.15558,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1294,-123.2461139,46.0975122,8/23/10 0:00,,,,,,18.81024,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1295,-123.2482975,46.09620643,8/23/10 0:00,,,,,,29.64695,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1296,-123.2478671,46.09649215,8/23/10 0:00,,,,,,30.85861,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1297,-123.2504701,46.09691475,8/23/10 0:00,,,,,,37.23509,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1298,-123.2498574,46.09673041,8/23/10 0:00,,,,,,34.6867,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1300,-123.2522687,46.09702584,8/23/10 0:00,,,,,,35.63968,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1301,-123.2553041,46.09705794,8/23/10 0:00,,,,,,37.59214,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1302,-123.2560765,46.09716438,8/23/10 0:00,,,,,,37.58265,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1303,-123.2563153,46.09696548,8/23/10 0:00,,,,,,38.92742,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1304,-123.2577943,46.09722077,8/23/10 0:00,,,,,,35.12877,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1305,-123.2598876,46.09541564,8/23/10 0:00,,,,,,34.19133,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1306,-123.2612896,46.09481789,8/23/10 0:00,,,,,,24.07787,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1307,-123.2606577,46.09409423,8/23/10 0:00,,,,,,24.56037,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1308,-123.2612678,46.09035144,8/23/10 0:00,,,,,,32.96842,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1309,-123.2612301,46.09137541,8/23/10 0:00,,,,,,28.93604,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1310,-123.2602508,46.09207055,8/23/10 0:00,,,,,,22.15033,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1312,-123.2606789,46.09294423,8/23/10 0:00,,,,,,27.02431,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1313,-123.2601813,46.08521532,8/23/10 0:00,,,,,,29.03703,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1314,-123.2608862,46.08839905,8/23/10 0:00,,,,,,35.24762,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1315,-123.2610295,46.08896542,8/23/10 0:00,,,,,,33.27042,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1316,-123.2615652,46.08989297,8/23/10 0:00,,,,,,18.83862,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1317,-123.2614409,46.07842045,8/23/10 0:00,,,,,,23.14756,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1319,-123.2612725,46.07538181,8/23/10 0:00,,,,,,17.99167,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1320,-123.2609154,46.07598587,8/23/10 0:00,,,,,,24.92474,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1321,-123.2608717,46.0769363,8/23/10 0:00,,,,,,24.03441,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1322,-123.2663671,46.07274837,8/23/10 0:00,,,,,,17.7818,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1323,-123.2663221,46.07175007,8/23/10 0:00,,,,,,11.84712,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1324,-123.2675661,46.0708687,8/23/10 0:00,,,,,,17.12274,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1325,-123.2642041,46.05995906,8/23/10 0:00,,,,,,19.86019,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1326,-123.2652613,46.05989273,8/23/10 0:00,,,,,,14.51872,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1327,-123.2662629,46.06052475,8/23/10 0:00,,,,,,22.4022,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1328,-123.2636801,46.0595152,8/23/10 0:00,,,,,,24.6354,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1329,-123.2621364,46.0565089,8/23/10 0:00,,,,,,26.765,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1330,-123.2687041,46.05339601,8/23/10 0:00,,,,,,19.74374,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1331,-123.2626875,46.05391183,8/23/10 0:00,,,,,,15.35613,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1332,-123.2618323,46.05290144,8/23/10 0:00,,,,,,16.90672,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1333,-123.2609631,46.05258538,8/23/10 0:00,,,,,,20.83512,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1334,-123.2537732,46.04711632,8/23/10 0:00,,,,,,16.80876,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1335,-123.2537208,46.04699217,8/23/10 0:00,,,,,,16.80624,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1336,-123.2533327,46.04642887,8/23/10 0:00,,,,,,21.69725,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1337,-123.2535201,46.04593681,8/23/10 0:00,,,,,,21.60684,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1338,-123.2528817,46.0453307,8/23/10 0:00,,,,,,19.32773,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1339,-123.2522179,46.0450145,8/23/10 0:00,,,,,,15.35895,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1340,-123.2517328,46.04449615,8/23/10 0:00,,,,,,12.15751,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1341,-123.2507644,46.04351454,8/23/10 0:00,,,,,,11.99783,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1342,-123.2508124,46.04222366,8/23/10 0:00,,,,,,11.30597,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1343,-123.2503477,46.04211564,8/23/10 0:00,,,,,,12.45208,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1344,-123.2497858,46.04159684,8/23/10 0:00,,,,,,13.37481,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1345,-123.2483456,46.03799122,8/23/10 0:00,,,,,,15.74689,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1346,-123.2478382,46.03907104,8/23/10 0:00,,,,,,17.63775,,,,52,93,30.4,78,13,43,32,30.25,46,0
LS_1363,-123.9165611,44.87857729,11/9/10 0:00,,,,,,24.84218,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1364,-123.9166122,44.87816686,11/9/10 0:00,,,,,,11.74034,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1366,-123.9197506,44.8716508,11/9/10 0:00,,,,,,35.08446,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1367,-123.9310832,44.87409259,11/9/10 0:00,,,,,,19.82556,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1368,-123.9296057,44.87335449,11/9/10 0:00,,,,,,21.50676,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1369,-123.9289022,44.87306867,11/9/10 0:00,,,,,,27.38364,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1370,-123.9274687,44.87262034,11/9/10 0:00,,,,,,29.29475,,,,50,94,30.08,53,25,43,82,29.75,44,0.27
LS_1371,-123.9323097,44.8743904,11/10/10 0:00,,,,,,20.33684,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1372,-123.9354001,44.8734652,11/10/10 0:00,,,,,,22.66194,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1373,-123.936187,44.87321513,11/10/10 0:00,,,,,,24.90561,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1374,-123.9348567,44.86908932,11/10/10 0:00,,,,,,25.28971,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1375,-123.9344912,44.86864375,11/10/10 0:00,,,,,,19.77448,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1376,-123.9342361,44.86809496,11/10/10 0:00,,,,,,16.90672,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
LS_1377,-123.9329889,44.86313337,11/10/10 0:00,,,,,,29.28686,,,,50,100,30.32,55,7,39,77,29.95,39,0.07
